序号,日期,航煤90%回收温度,FI10201,TI10503,TE10310,TI10403,TI10406A,TI10408A,TI10409A,TI10411A,TI10412A,TI10413A,TI10414A,TI10425,PDI10404,TI10405,TI10417A,TI10419A,TI10421A,PDI10405,PI10602,FI10601,FI10706,FI10801,FI11006,FI20102,FI20105,FI20104,PI20301,FI20302,FI20301,TE20315,FI20501,TE20304,FI20402,FI20304,TE20302,FI20605,TE20305,TE20303,TE20402,PI20701,FI20701,TI20801,FI20901
2442,2020/11/28 15:00,243,238.6486969,346.0899963,439.8134155,377.3880005,387.1239929,405.776001,391.0240173,413.0319824,402.973999,411.6080017,412,410.5700073,210.7881622,394.940033,392.4599915,387.2479858,394.0799866,171.0299988,2.724866867,160.2967072,28.01395226,68.59710693,54979.12109,21.0166111,200.0676117,24.50841713,0.044742718,106.1133652,2.007113934,299.2999878,153.8392944,182.3000031,52.11794281,28.57504082,218.0404968,64.79845428,221.3000031,219.8999939,208.6865692,0.935891926,22.00142097,65.67201996,40.19230652
2443,2020/11/28 20:00,204.5,240.9228363,345.2999878,436.5,376.1999817,386.25,405.1159973,391.1620178,414.2319946,403.0440063,411.8399963,412,410.7779846,209.1902008,394.9320068,392.5120239,387.3900146,393.8699951,176.188324,2.733893156,163.8209076,28.09182167,65.81034088,54344.42578,20.74693489,203.1496582,23.27809334,0.044242717,108.3918152,2.011033773,303.7000122,139.7026215,181.786499,42.75264359,30.00156784,219.4324951,66.08315277,225.6000061,224,212.5999908,0.943733156,22.02475929,69.89134979,35.45349121
2444,2020/11/29 8:00,244,240.7769775,345.8499756,437.2000122,376.4833984,386.5665894,406.1999817,391.1399841,414.3833008,402.9666748,412.0800171,412,411.003479,206.4279938,395.833374,393.6431274,387.7368774,394.2166138,177.1279144,2.728514194,161.809021,28.0801487,68.95124054,55407.43359,20.87997818,203.5731659,23.70541382,0.046293538,108.0969467,2.004037142,305.7000122,140.1590881,184.8775177,46.00681305,30.02567482,217.1224823,65.85348511,226.6999969,225.0550232,212.7224121,0.940778077,22.08932686,66.95774841,37.54819107
2445,2020/11/29 12:00,243,239.6022339,344.1750183,432.3999939,375.1043396,384.1343384,403.230011,388.5299988,411.1643066,400.8599854,409.9056702,412,408.9899902,213.2253265,394.7914734,393.015686,387.2113342,393.6143188,165.3145294,2.733256817,155.6976471,28.03744888,73.13455963,54615.94922,20.91005135,198.9910431,25.21640587,0.050160002,110.455864,1.991003633,298.9239502,149.9925537,177.8000031,56.39795303,30.54418755,211.6999969,66.43156433,221.6999969,219.1999969,206.8999939,0.940530062,22.0154438,66.47156525,39.3025589
2446,2020/11/29 15:00,247,239.4134521,343.9750061,435.9754944,375.2399902,384.7573242,403.215332,388.9580078,411.2099915,400.9346619,410.1600037,412,409.304657,215.9147949,395.0700073,393.8626709,387.7353516,394.267334,168.8394775,2.733146667,161.9220886,28.01420593,69.46923828,54478.15234,20.61133194,204.2508545,23.73543358,0.047295332,105.3733597,1.722204804,301.6000061,156.3678589,179.6999969,45.54360962,33.09545135,216.2754059,66.50467682,215.9754181,213.624588,203.3000031,0.93599999,21.72150803,65.26344299,42.98538589
2447,2020/11/29 20:00,246,239.9029388,344.6000061,436.3248291,375.7799988,385.4625549,403.7999878,388.5899963,411.0448608,400.6502991,409.7325745,412,408.9300232,216.0512543,395.1522827,393.9602966,388.0422974,394.0200195,168.7935638,2.731498957,159.2687683,27.98806763,69.08771515,55459.01953,20.88788414,202.0668945,24.09642982,0.047079988,106.2908249,1.723786592,301.5248413,157.9011993,180.9248962,43.9920311,32.42547989,214.9750824,67.58760834,217.1249084,214.3750916,204.2000122,0.939124942,21.74501038,65.89377594,39.57144547
2448,2020/11/30 8:00,247.5,240.1885529,343.9957886,439.1722107,375.6600037,384.9299927,403.8516846,388.5816956,411.3899841,400.2249451,409.2766418,412,408.3299866,208.9906616,394.769989,392.8767395,386.2398682,392.5417175,168.6042175,2.730431318,158.6766205,27.97230339,68.05813599,55387.15234,21.07248497,202.3826752,23.41180801,0.047165588,106.6931992,1.744610667,303.5,146.2729645,178.6999969,45.53357315,31.58090973,215.5278473,67.5717926,219.3000031,216.8000031,205.8000031,0.936659873,21.87534523,66.07639313,38.74131393
2449,2020/11/30 12:00,245.5,245.4558563,343.1752625,442.719696,375.6000061,384.5041504,402.9658508,388.9558411,412.0979614,400.5244751,409.6499939,412,408.7261963,208.0257721,394.3258667,393.0179138,386.0575867,392.2799988,172.0766449,2.728289127,161.499588,24.96865845,68.33731079,54848.49219,21.1901989,207.6489258,24.3848896,0.046812002,105.5130386,1.226640344,307.6802979,145.0797729,177.7801208,46.53428268,32.05113983,217.1798096,67.60883331,217.8400574,215.4000092,204.2401581,0.945199907,21.87366486,63.39101028,40.76886368
2450,2020/11/30 15:00,246,249.9527435,344.0249939,442.1999817,375.2710266,384.840332,403.6806641,388.3806763,413.1896667,400.350647,409.8599854,412,409.5900269,210.7234802,395.1593018,394.4389954,387.6306458,393.8393555,181.305542,2.735397816,168.3858337,24.14542007,67.57210541,57506.39453,21.71849823,213.1025696,23.92255783,0.047319125,108.1091995,1.217726231,311.3000183,151.8089142,178.5000153,42.181633,32.89560318,214.5990448,69.029953,217.7980957,215.6018982,205.3999939,0.944124997,21.89565659,62.88471222,42.09172821
2451,2020/11/30 20:00,244,254.4800262,344.6573486,441.9000244,375.1799927,385.0558777,403.3499756,387.6000061,411.0959167,399.8641357,409.1611328,412,409.1999817,215.8578033,394.8841248,394.3711548,388.3682251,394.4758911,196.6004333,2.73628211,172.5251312,23.04396439,66.67490387,57881.16016,22.93300819,218.9024506,24.58776474,0.044574086,108.9093018,1.234599471,315.8000183,146.44664,176.5,40.18762589,32.87615585,215.0499115,70.08551788,218.1000061,216.019989,206.3999939,0.938374996,21.88479233,63.27000427,42.64325333
2452,2020/12/1 8:00,250,239.7129517,345.0999756,441.6883545,375.739624,385.8034668,404.9261475,387.1765442,408.9669189,399.5665588,408.4269409,412,408.266571,209.6363831,393.3069153,393.7269287,388.0200195,392.4599915,186.14711,2.735215187,155.586441,23.01963425,70.28673553,56562.70313,22.91119766,204.5099945,24.61856842,0.044952936,99.38417053,1.221297503,313.8999939,155.7433777,179.6999969,46.36016846,28.53702164,211.3766022,70.02371979,212.1999969,209.5,200.3000031,0.936874986,21.15684891,67.47414398,36.57162476
2453,2020/12/1 10:00,247,241.1612854,344.989624,442.3117676,375.8329773,386.1970215,405.4465027,387.160553,408.963501,399.6459656,408.539978,412,408.2770386,207.3913879,393.4869995,393.8770142,387.9459534,392.5500183,185.3162231,2.73187232,153.985672,23.03596878,70.70671844,56777.42969,23.88890648,204.3867493,24.12671852,0.043869548,102.193161,1.230089664,313.9528809,146.137558,177.8999939,44.84929657,28.46632957,215.3762817,69.80473328,214.1000061,211.2999878,201.8882294,0.94151485,21.15125847,66.25702667,37.06816483
2454,2020/12/1 12:00,243,239.8731232,345.3500061,444.2877502,376.192688,386.3699951,406.1999817,387.2554016,409.7246094,399.6907959,408.8099976,412,408.6900024,204.7173462,393.5100098,393.9372864,387.7646179,392.557312,186.0787048,2.736205101,152.6008759,23.06712341,71.03234863,55139.30469,23.94855309,202.9308014,23.66956329,0.042895038,100.7696457,1.24462676,312.7000122,148.7511597,177.3000031,42.8042717,28.52357292,212.5,66.17136383,214.7000122,211.2999878,202,0.936625004,21.07029915,64.90808105,38.57969284
2455,2020/12/1 15:00,237,240.258255,345.3500061,442.6000061,375.9024353,386.5200195,405.6300049,387.4407959,409.5183716,399.8283997,408.8816223,412,408.9483948,205.521698,393.4799805,394.0359497,387.897583,392.7232361,188.5898895,2.730735302,155.6985931,22.97339439,70.31616974,56758.95703,23.90743637,204.8919525,23.54366302,0.045521416,101.2008514,1.238276958,312.1000061,151.0590363,176.3999939,49.98005676,28.50583458,212.1381989,66.03253174,212.5,209.469101,198.6999969,0.933172703,20.08036041,63.82418442,36.29020309
2456,2020/12/1 20:00,240,240.1820068,345.2747803,441.3997803,375.9300232,386.1898193,405.2398376,387.1799011,408.8701782,399.6605835,408.6000061,412,408.4797058,209.7958069,393.6904907,394.079895,387.6297913,392.3100891,182.477066,2.728811979,152.0473328,22.93981743,72.90328979,59203.06641,23.71829414,204.5425873,24.3966217,0.043440018,104.3378754,2.012441874,301.5,154.3810272,176.9999847,49.73622513,28.47688484,208.5998383,65.98118591,217.0998383,215.4998322,204.8000031,0.937999785,20.07176971,68.97012329,36.65243149
2457,2020/12/2 8:00,240,238.6695557,343.9750061,440.1768799,374.2499695,385.0499878,404.6699829,385.8899841,407.8799744,398.6640625,407.6400146,412,407.6699829,206.3074951,392.2131042,391.8600159,385.1631165,391.2600098,189.9442596,2.737629414,157.3130798,22.88566399,67.69017792,57331.30078,22.91137886,204.0802612,23.54253769,0.042149361,101.7366638,2.005262852,313.3999939,141.9136505,179.6000061,42.88585281,29.30992126,213.2116241,73.27443695,220,219,212.1000061,0.937749982,20.50009918,67.35057831,35.57962418
2458,2020/12/2 10:00,240,241.0918274,343.8809509,443.2120056,374.8235779,385.4771423,405.5099792,385.7950439,408.0564575,398.4322205,407.7264099,412,407.733551,206.9358978,392.149231,391.7892456,385.2156982,391.2492676,190.419754,2.732585192,155.6093445,22.98208046,67.49929047,55865.06641,23.14992332,204.7860718,23.58719254,0.041925397,100.8082123,2.015673161,313.9120178,142.3421631,178.8999939,42.64474487,29.07734489,212.9516449,73.03911591,218.7879181,217.8000031,210.5999908,0.942174375,20.42444229,68.9130249,35.87141418
2459,2020/12/2 12:00,240,239.6942596,344.2560425,443.0756531,375.1236267,385.5336304,405.4500122,385.8682251,407.7672729,398.5200195,407.6255188,412,407.519989,207.8157196,392.1827393,392.0109863,385.2372742,391.2000122,191.3000031,2.734679222,155.2984314,23.00596428,66.48042297,55773.83594,23.58041954,200.9064484,23.72514725,0.041822467,100.1924973,1.975082517,312.6121521,151.7235565,179.1245117,41.99632263,29.00904846,212.2632599,70.0608139,217.5,216.587738,210.1121826,0.939875007,20.51127052,69.87693787,35.50542068
2460,2020/12/2 14:00,250,240.1980591,344.2999878,441,374.8911743,385.7325439,405.1199951,385.346283,407.2351074,398.062561,406.8562622,412,406.9311829,209.6680298,392.0062866,391.9576416,385.0799866,391.1062622,192.2813873,2.735125542,153.8630981,23.0669651,68.59207916,56328.63672,23.15510368,200.7816467,23.56447792,0.041472416,101.3122253,2.018933773,312.1000061,151.2835388,179.1125641,43.10641479,28.34358978,213.8874359,69.94883728,217.5874481,216.4000092,209.4000092,0.94260931,20.53136253,70.73374176,32.72642899
2461,2020/12/2 15:00,252,226.4991455,345.2687378,435.2126465,375.2399902,386.0624695,404.8875122,385.372467,406.8562317,397.8824768,406.8824463,412,406.7700195,208.5155945,391.6800232,391.9124451,385.0988159,390.9900208,188.9468536,2.727774858,150.4865112,23.06278992,68.56693268,56830,24.32370567,203.6684418,23.29151917,0.039467677,98.79763794,2.011472464,311.7999878,145.2460632,179.16185,64.26441193,26.39352226,214.3745575,72.10536957,220,218.8999939,212.5999908,0.93887502,20.48027611,71.20627594,31.5751133
2462,2020/12/2 20:00,264,240.2067108,344.5500183,446.5266724,375.7659302,387.3300171,407.8879395,385.3778687,407.5120239,396.8559265,405.8099976,412,405.8219299,201.4221802,392.1520081,392.8398743,386.7679443,391.2079773,193.8681183,2.733732462,152.455719,22.92887306,68.9921875,56124.61328,23.84068489,205.0670776,23.94231987,0.038493499,97.51937103,1.983980536,316.5866699,140.1457672,181.4134216,43.79707718,27.99254799,216.3597412,76.0194397,220.0134125,218.3999939,212.5,0.937233269,19.92259789,70.9023819,36.09635162
2463,2020/12/3 8:00,270,260.1058655,346.0024719,442.6097107,376.2405396,387.6900024,403.6199951,388.1264648,410.1494446,399.6270447,408.1035156,412,408.9300232,230.9391479,394.5000305,397.0111084,394.0829773,393.9524231,219.688736,2.73796916,171.1086121,22.98689842,70.8670578,61689.32031,24.12533188,226.8192749,23.93974686,0.041810945,97.60591125,2.492255449,323.3000183,147.1439972,181.1547852,34.62981796,30.03147125,216.5712891,80.09039307,214.3547821,212.5095673,208.9999847,0.941398919,20.4976635,71.77643585,37.03510284
2464,2020/12/3 12:00,262,259.9345703,346.2770386,445.1000061,377.212677,388.8900146,405.3875732,388.7180176,410.8500061,399.663147,408.2124329,412,409.1173401,226.2401886,394.2648926,397.7375488,394.8128967,394.6548767,220.1308594,2.745188475,164.7890472,23.98785019,75.84013367,65332.07422,25.68858147,221.4668732,24.91410828,0.04756261,102.2337036,2.456637144,318.4838867,148.5870056,177.8999939,35.05421066,27.45152473,213.8600922,77.71012878,214.7000122,213.0920258,208.4000092,0.942115068,21.34766006,73.81278992,32.26486588
2465,2020/12/3 15:00,248,260.6289673,345.5705261,445.0090332,376.8599854,388.5246277,404.6100159,388.6992188,410.6999817,399.6438599,408.1199951,412,409.1127014,227.8553162,395.2773132,398.0565491,395.0100098,395.149231,218.6006927,2.735331059,167.5804291,24.07279015,75.44217682,63483.64453,25.36873436,224.269989,25.61211205,0.047861841,102.5235596,2.511028528,314.3180847,156.1490173,178.2908783,35.50691605,29.56218338,207.3091125,76.6081543,213.5999908,211.5999908,206.3000031,0.937261403,21.34257126,73.76132965,35.81795502
2466,2020/12/3 20:00,250,260.7056885,347.3250122,437.7999878,376.8101807,387.8433838,404.25,388.7399902,409.8764038,399.5802002,407.7667847,412,408.4432373,233.4373779,395.3598022,398.401062,395.4464111,396.6571655,208.669342,2.737339258,162.5394897,24.04707718,80.95339966,63936.38672,25.74472237,220.6686096,27.66790581,0.049915381,101.0694504,2.531576633,308.6999817,152.2814484,173.2999878,40.23194504,29.48814201,207.9114685,76.94353485,208.5999908,206.8000031,200.5000153,0.939235628,20.8518219,72.99623871,37.39985657
2467,2020/12/4 8:00,261,259.8511658,346.1612549,442.4698792,376.8899841,387.6299744,404.6654968,388.6845093,409.7234802,398.9220276,407.592041,412,408.2400208,231.1779633,392.8410034,396.8610229,393.2909851,394.632019,202.3711853,2.737400055,160.9977722,23.97472572,82.11185455,65145.94531,24.64390564,221.1942139,27.79820251,0.053181745,108.6461258,2.517790794,301.3150635,156.8731384,176,40.21491623,35.04135132,206.5999908,74.44364929,213.4151459,211.2999878,201.7999878,0.939212143,20.47141075,68.04894257,44.18025208
2468,2020/12/4 12:00,241,260.321228,345.8499756,445.2695618,377.0999756,387.6690979,404.9400024,388.3572998,409.8299866,398.9090271,407.614563,412,408.2400208,231.0625305,393.4291077,396.9382629,393.3918152,394.3263245,204.902298,2.743242264,158.5541382,26.03202629,81.96676636,65929.35938,24.03142738,219.620575,27.18892479,0.053629223,109.0640106,2.476409435,303,153.6091919,176.4152832,40.18018723,33.07941818,207.8152924,74.51117706,215.1694031,213.2693939,203,0.93929857,20.59637642,70.31536102,40.95451736
2469,2020/12/4 15:00,239,260.9188232,346,445.615387,377.0699768,387.4591675,404.5108032,388.3291931,410.2799988,399.1291809,407.8108215,412,408.3807983,226.3120728,393.8908081,396.7316589,393.7062378,394.4883423,203.9823608,2.737661123,161.6603546,25.97418022,81.4375,61871.22656,24.31374741,218.1329346,27.52062988,0.056503717,109.287323,2.508789063,302.7000122,160.7210541,176.415451,40.98977661,33.08360291,205.1308899,74.06890869,212.7154541,210.5999908,201.0153809,0.938913643,21.03095436,68.62458801,43.34291458
2470,2020/12/4 20:00,243,260.7704163,346.7749939,444.7999878,377.1252136,387.5700073,405.1847839,388.4555664,409.8299866,398.4143982,407.0796204,412,407.990387,225.5639954,393.7200012,395.9904175,392.4599915,393.9191895,196.0910034,2.737272024,157.7493439,25.99184227,84.90248108,61413.59766,24.70021057,221.5983429,27.85965729,0.048193507,109.1568604,2.522782564,302.1000061,156.5938263,176.3838348,39.64874649,33.12484741,209.2676849,73.96746826,213.1000061,211.067688,201.4160767,0.936750054,20.417202,68.14419556,42.00977325
2471,2020/12/5 8:00,234,260.5913391,345.2250061,428.5654297,374.1000061,383.659668,398.9400024,384.0299988,402.7799988,393.2338562,400.7999878,412,401.2054749,243.9205933,390.4251404,395.2303162,392.0658264,394.5196838,188.878479,2.739131212,156.4264374,26.12378883,85.45081329,61077.21094,23.84902382,218.8696899,30.19710159,0.053293023,112.5783539,2.471875429,293.6827087,157.3069305,176.1000061,40.12713242,36.96164703,206.3000031,73.91587067,214.2173615,212.1999969,202.3999939,0.961750031,22.67216682,64.38694763,50.33510971
2472,2020/12/5 12:00,238,259.9712524,344.3132019,440.2646179,375.855835,385.2599792,401.4194336,388.1047058,408.4888916,395.627533,404.0841675,412,404.0241394,227.9720001,389.4953003,391.4558411,390.0652771,393.1994629,191.5014038,2.745459318,155.8950653,26.02105522,81.91040039,65296.51172,24.59548569,218.049469,28.86165428,0.050194267,112.8267212,2.516319036,293.0176697,156.3742371,176.682251,43.23284531,39.62700272,207.6177521,73.90359497,216.8999939,214.8999939,205.2000122,0.96024996,23.30037498,63.44322586,52.23342133
2473,2020/12/5 15:00,241,259.8903809,345.3999939,438.2234802,376.1400146,385.1099854,401.6699829,387.4110413,408.8399963,395.5527039,404.0450439,412,403.9729919,221.8256989,389.3399963,391.7999878,390.0599976,394.2019348,186.4633026,2.739654779,154.5345917,26.03259087,85.33503723,60781.08594,24.27311707,219.8097229,29.5991478,0.05224945,117.4975586,2.520559788,294.3999939,160.5359192,176.0764618,44.00940704,37.81344223,206.594162,73.97941589,218.2235413,215.8706207,205.6999969,0.956816137,23.78072166,62.27470016,51.26237869
2474,2020/12/5 20:00,240,259.4159241,345.2250061,432.2558289,374.039978,383.789978,401.7900085,384.1298828,404.5500183,394.6132202,403.0800171,412,403.4566956,228.7680359,389.6832886,389.416687,386.353302,393.4499817,190.873703,2.743754625,154.296463,26.01284027,85.21922302,61772.84766,25.07872772,216.9705658,30.96513557,0.053594388,112.9106369,2.474174261,291.7999878,163.5386658,176.3999939,40.54655457,36.7841301,206.0999908,77.11960602,213.5999908,211.7279968,202.8000183,0.962590039,23.80784798,69.80840302,45.52376175
2475,2020/12/6 8:00,250,259.7471008,345.8742676,436.5,373.769104,384.6291199,403.8494263,384.4905701,405.9988403,394.4364929,403.7999878,412,404.3099976,219.9765472,389.3399963,388.6517334,384.5594177,391.8300171,205.5500031,2.735935211,160.8636017,26.11465645,79.38260651,61129.41797,24.74955368,223.3856201,25.5062561,0.050086521,109.683342,2.49998188,301.3999939,166.5840912,176.6699219,39.23873138,32.1324501,213.8926849,81.90267944,213.7000122,212.0325165,204.8000031,0.966621935,23.80022812,72.13813019,36.79295349
2476,2020/12/6 12:00,260,260.0713196,345.0002441,438.1000061,373.980011,383.789978,402.2103271,383.9096985,405.170105,393.9593811,403.1300964,412,403.7999878,228.8881378,389.1900024,388.5299988,384.3102112,391.119873,212.484024,2.7401402,164.0185089,26.07556343,72.16963196,61326,24.15407181,220.6971588,26.86709595,0.047520064,109.2580566,2.515748501,301,164.7076721,176.0331421,39.45431137,39.00712204,207.2674255,81.15690613,213.2999878,211.4668579,204.9000092,0.966499984,23.75453758,69.96842957,44.72065353
2477,2020/12/6 15:00,260,260.5114746,345.6668701,436,374.1000061,383.8098755,401.9797668,384.1897583,405.2298889,393.8508606,403.0297546,412,403.5,228.4614258,390.4897461,390.239624,384.7102356,391.6500244,201.8409576,2.732469797,160.1733398,26.05633163,79.03277588,60558.66406,24.91217995,221.0460358,26.66364098,0.047513977,107.9926758,2.49984479,302.9676208,165.7651367,176.5,41.64320374,35.00100708,212.5643921,81.44178009,212.8000031,211.1000061,204.2661896,0.959125042,23.52528763,70.74000549,41.20161819
2478,2020/12/6 20:00,253,259.759613,345.0999756,444.6999817,375.270813,385.0697021,403.8900146,385.2205505,406.9500122,394.5016174,403.6397095,412,404.4702759,219.4465942,390.269165,389.9700317,384.6702881,391.4999695,205.5243225,2.739216328,159.3908081,25.99924469,75.71200562,60293.22266,24.88463211,219.4384308,26.05600357,0.049845528,111.8490753,2.512422085,302.3999939,153.3760529,176.3000031,40.663517,32.47280502,212.3031769,78.39168549,217.8343964,216.3688049,208.1999969,0.960875034,23.46861076,72.23500061,36.79961395
2479,2020/12/7 8:00,249,259.9235229,345.4749756,444.1999817,375.2700195,386.0038452,404.7569275,385.8007507,407.1569214,394.4822998,403.7369385,412,404.303833,220.4307709,389.9938354,390.3477173,384.621521,391.6199951,203.7198639,2.738918066,160.2790375,26.08323097,78.12934113,61068.14844,24.41436386,219.9803925,26.25764465,0.050585315,113.2744217,2.519990444,301.2586365,150.5620117,176.2104187,39.81614685,32.11673355,211.5375214,78.1479187,219.6000061,217.6208344,209.5,0.961236954,23.71958351,71.68843842,39.38449097
2480,2020/12/7 12:00,253,260.2781372,345.1443481,444.6000061,375.3299866,385.5532227,404.1566162,385.9432068,407.12323,394.6994324,403.643219,412,404.039978,221.1169891,390.2733765,390.0435181,384.6532288,391.4066162,209.9285278,2.737270355,159.7965393,25.87435532,77.22182465,57288.4375,24.87231445,220.9289398,25.91910172,0.049873807,111.1848068,2.521942616,303,152.9163361,176.0114288,40.4657135,31.54770279,213.6771393,77.94185638,216.5999908,215.2885895,206.3000031,0.959250033,24.06617165,72.4637146,37.53639221
2481,2020/12/7 15:00,253,259.5722961,346.046936,443.1999817,375.6409912,385.7963562,404.6436462,385.8753357,407.25,394.5929565,403.5263367,412,404.1600037,219.1523132,390.4799805,391.289978,385.6836548,391.9499817,211.1652679,2.737648964,159.2971497,25.99353027,78.38916779,60133.81641,25.20326805,221.0678101,25.45093536,0.050135024,110.7282028,2.515470743,306.5,156.9573517,176.6123657,40.75617599,31.44801712,209.9000092,77.82889557,215.7000122,214.2999878,206.6999969,0.958499968,24.07154846,71.38000488,38.59537888
2482,2020/12/7 20:00,251,260.7960205,346.0249939,442.6000061,375.6715698,385.8184509,404.5500183,385.6654358,407.2161255,394.5415649,403.5638428,412,404.0700073,221.69664,390.3076782,390.7200012,385.0984497,391.8300171,212.4025269,2.740231037,158.6316071,26.04955864,79.56781769,61645.72266,24.88898277,219.6690674,26.52957153,0.044590458,108.0095444,2.516467571,303.2999878,173.1897125,176.2870178,42.88728714,32.21989059,212.1000061,78.02954865,210.2870026,208.2129822,201.3999939,0.953217506,25.00052071,69.45109558,40.47021866
2483,2020/12/8 8:00,250.5,260.1652832,345.6541748,443.6999817,375.3200378,386.2600098,405.1000061,386.3899841,408.0899963,394.8200378,404.1199951,412,404.6999817,219.9531555,389.5899963,390.1650391,384.7700195,391.4400024,216.020813,2.7396667,158.8719788,25.95861244,77.39333344,60370.99219,25.18459702,223.1535797,25.15805054,0.047263291,107.0189667,2.515667439,304.5,171.3399353,176.4834747,41.37808609,32.018116,212.1999969,76.88173676,210.6834869,208.9669342,202.0999908,0.951125026,24.93179703,67.48751831,40.4701767
2484,2020/12/8 12:00,245,259.7330933,346.1500244,445.5531311,375.8380737,386.7880554,405.8699951,385.9577332,407.5301819,394.9863281,403.7999878,412,404.6399841,217.104126,390.4020996,391.150177,385.3480835,392.1300049,210.8520508,2.749067783,153.1786346,26.06712914,79.98383331,60077.64453,24.92376137,220.1070557,26.71778679,0.049423583,106.9932709,2.501873255,302.2468567,170.8129272,176.1999969,39.54956818,31.94729805,211.4938812,77.77662659,210.9999847,209.1000061,201.5000153,0.950558662,25.02489662,67.18795776,40.3651123
2485,2020/12/8 15:00,252.5,259.5101624,346.3999939,446.3000183,376.2383118,386.7327881,406.1455688,385.8383484,407.6916504,395.0378113,403.9911194,412,404.6999817,221.5818787,390.5916748,391.4260864,385.4344482,392.0127869,211.2166901,2.740455627,155.7585144,25.98213768,79.88077545,63067.49219,24.97794342,222.291626,25.75040245,0.046214581,104.0533142,2.479941845,304.6724243,173.3617401,176.5908966,38.644104,31.96418571,216.3999939,79.66915894,209.5999908,207.8999939,201.3000031,0.948988616,25.11087608,68.34773254,39.38786316
2486,2020/12/8 20:00,252.5,259.6315613,345.9750061,446.6000061,376.141571,387.0899963,406.3689575,385.8725891,407.8989258,395.0526123,404.049469,412,404.7410583,215.1973114,390.4404907,391.3720703,385.1479187,391.9089661,213.1434021,2.737736702,155.5140533,25.97162437,78.83992004,62896.56641,25.52821541,220.7771454,26.37951851,0.047853727,103.7912445,2.505229473,303.0369568,170.5328522,176.4685669,40.44400787,35.98199844,213.9685669,79.97885132,208.8999939,207.1000061,200.7999878,0.943460703,25.08513832,65.07043457,45.92378998
2487,2020/12/9 8:00,255,259.7096863,344.4750061,442.9000244,374.0100098,384.6847229,403.8026123,383.6426392,405.3052368,393.4279175,402.4252625,412,402.9899902,220.038208,390.2047424,390.918396,385.3305359,390.0952759,197.4978027,2.738870144,151.0175171,26.03352928,81.40953827,61555.99219,24.7677803,218.7759247,26.69102478,0.049363606,110.3422318,2.514187813,302.1999817,160.7185669,176.8999939,39.51100922,37.03411484,212.3000031,79.98348236,214.6821442,213.0000153,205.1000061,0.950772345,24.96871376,67.73553467,46.9017334
2488,2020/12/9 12:00,256,259.7402039,344.6526489,450,374.9067993,385.7731628,405.3268127,384.5700073,406.2063293,394.0722046,402.9995117,412,403.6499939,217.7097168,390.1295166,391.0309753,385.3136597,390.1768494,203.7235718,2.739031076,155.661438,26.09325409,79.92098999,60372.98047,23.97879791,221.1577454,26.53302193,0.050999451,110.7289276,2.510095596,303.6213074,154.6430359,177.3000031,39.18914795,37.0058403,212.2536163,79.86127472,216.4000092,214.7107391,207.5,0.941125035,24.92614555,68.29785919,43.8051033
2489,2020/12/9 15:00,253,259.3101196,344.8723145,450.8000183,375.2035522,385.5599976,405.5099792,384.6567688,406.1132202,394.4807129,403.2332153,412,404.039978,216.7050171,390.1500244,391.230011,385.4400024,390.1167908,206.5544891,2.742478848,154.5305939,25.97338867,78.02368164,62569.17188,23.8059845,220.3668213,26.72677994,0.048813153,109.0994492,2.489364147,303.7000122,154.1388245,177.3999939,39.51303101,33.68578339,214.6000061,80.28704834,215.5,213.9108734,206.8108063,0.940250039,25.01409149,69.63499451,39.82729721
2490,2020/12/9 20:00,253,260.9407654,344.9249878,451.5771484,375.5802002,386.2568054,405.6933899,384.7799988,405.4534302,394.0942688,403.0697937,412,403.8900146,221.4532776,390.9599915,392.2868042,387.139801,389.7831726,202.6260681,2.741231203,153.4801483,26.01463127,79.62330627,62164.41797,24.60553932,224.6837006,26.07148743,0.051757682,92.82585144,2.485168219,304.3771362,157.2020111,177.411499,35.10870361,33.76430511,212.3230133,80.12689972,215.8115082,214.2769775,206.7885742,0.939139307,25.05097198,70.9026947,38.79086685
2491,2020/12/10 8:00,254,260.018219,344.9718933,450.8999939,375.4199829,386.2425232,405.4500122,384.7125244,405.480011,394.8449097,403.5674744,412,404.4711914,219.4475555,391.0088196,392.9812012,388.2599792,390.9937439,193.9841003,2.736923456,152.0152893,26.03327942,82.04623413,62396.98438,25.42979431,222.5514526,26.88659477,0.053122252,104.1191559,2.517627001,301.6999817,161.6086426,177.2873993,35.03596878,33.80323792,210.6000061,81.15759277,218.6999969,216.6125946,208.5999908,0.943218529,25.06507111,73.4536972,39.37036133
2492,2020/12/10 12:00,250,264.9883423,344.7250061,444.8128357,375.3261719,385.8823242,402.5137939,384.2093811,403.4700012,395.4817505,403.7476807,412,404.4899902,251.0331726,391.2229614,393.0676575,388.1738281,391.6199951,208.9159546,2.740923405,144.3787079,26.0374012,88.60643768,63837.73438,26.19112015,220.4546356,28.30288315,0.054212209,113.5449448,2.481101513,301.3999939,163.3692017,177.1999969,40.21290588,34.7184639,207.4516602,82.48673248,215.1000061,213.4870911,206.1999969,0.941858828,25.13316536,72.84742737,41.37173462
