序号,日期,航煤90%回收温度,FI10201,TI10503,TE10310,TI10403,TI10406A,TI10408A,TI10409A,TI10411A,TI10412A,TI10413A,TI10414A,TI10425,PDI10404,TI10405,TI10417A,TI10419A,TI10421A,PDI10405,PI10602,FI10601,FI10706,FI10801,FI11006,FI20102,FI20105,FI20104,PI20301,FI20302,FI20301,TE20315,FI20501,TE20304,FI20402,FI20304,TE20302,FI20605,TE20305,TE20303,TE20402,PI20701,FI20701,TI20801,FI20901
68,'2015-12-14 12:00:00',219,234.469,327.38,361.5,339.286,348.238,372.48,358.062,367.456,365.04,371.816,376.978,378.33,279.482,366.898,375.542,378.782,384.962,202.973,2.67167,148.555,19.9978,81.0814,51009.2,26.9543,208.742,21.3516,0.0301973,109.006,2.2984,321.047,140.346,166.893,24.7955,18.2991,187.847,58.0737,217.953,198.047,202.7,1.01819,15.5904,53.0133,42.4188
69,'2015-12-14 15:00:00',218,235.052,327.94,359.2,338.82,347.894,372.69,357.838,366.12,364.708,371.432,376.501,378.3,279.515,367.02,375.57,378.886,385.019,204.3,2.67421,150.072,20.0212,79.4596,50884.1,27.2926,209.045,20.2465,0.02982,105.166,2.30577,321.352,140.355,166.152,24.7098,18.5263,188.852,58.1976,217.952,196.052,201.5,1.01507,14.9198,52.0693,42.0206
70,2015-12-14 20:00:00',217,235.232,327.463,357.9,338.715,347.4,371.1,357.706,367.02,364.634,370.89,376.155,377.73,281.103,367.17,375.36,378.795,385.08,204.437,2.677,149.012,20.0136,79.1064,50209.8,27.1833,208.439,20.6489,0.0314596,109.258,2.30143,321,140.115,166.149,25.2802,18.1469,186.951,58.1234,219.2,198.2,202.5,1.01769,15.2592,54.4601,42.8478
71,'2015-12-15 00:00:00',219,235.658,328.012,359.3,340.034,349.35,373.89,358.14,367.38,365.025,371.385,376.529,377.76,279.189,367.995,375.944,379.334,385.169,200.125,2.67421,148.255,20.0433,81.8666,50391.1,27.29,206.873,21.9357,0.0315997,110.065,2.29136,321.051,138.353,166.049,24.9476,18.1265,186.7,57.7779,218.201,197.2,201.4,1.01719,16.4618,53.0877,42.2719
72,'2015-12-15 04:00:00',217,235.643,327.11,359.6,339.21,347.987,371.49,358.608,367.291,364.921,371.4,376.409,377.52,280.604,367.817,375.902,379.35,385.306,202.547,2.66872,149.039,19.9722,79.4968,51016.6,26.7029,208.161,20.9521,0.0305297,106.63,2.30655,322.052,141.018,166.252,25.0352,18.7374,189.452,57.8447,214.548,194.9,200.7,1.01837,15.9008,52.8731,42.7819
73,2015-12-15 08:00:00',220,235.724,327.6,363.253,340.53,349.86,374.366,359.85,369.228,365.822,372.288,377.34,378.12,278.11,368.61,376.53,379.468,385.43,201.312,2.66931,149.586,20.0522,80.899,50165.2,27.0058,208.336,21.6301,0.0286812,108.256,2.30039,320.3,141.389,165.6,25.0209,20.3004,187.3,57.7644,216.894,196.9,202,1.01824,16.2391,52.755,43.9927
74,'2015-12-15 12:00:00',220,234.697,327.6,362.1,339.567,348.431,373.983,359.858,368.376,365.561,372.166,377.054,378.169,212.806,369.016,376.781,379.8,386.01,125.789,2.6726,150.598,20.0239,79.9931,49877.3,27.072,208.87,20.9122,0.0321016,108.088,2.29701,320.145,141.895,163.6,25.1065,19.3608,186.236,57.4979,210.445,195.7,200.6,1.01617,16.0584,54.2714,46.1193
75,'2015-12-15 15:00:00',217.6,234.51,327.8,363.145,340.71,349.86,374.773,359.883,368.473,365.237,372.21,377.297,378.54,212.102,368.747,376.613,379.827,386.094,126.058,2.67326,147.19,19.922,82.3577,49730.2,26.3766,206.96,22.841,0.0316179,109.936,2.30842,320.9,139.067,165.7,25.0281,21.4167,187.789,57.3004,216.889,196.8,202.3,1.01818,15.8175,53.7044,46.9702
76,2015-12-15 20:00:00',217,234.94,327.197,362.2,341.04,349.727,372.42,360.15,369.043,365.545,372.244,377.301,378.12,214.989,368.696,376.491,379.624,385.925,126.335,2.66997,151.843,19.9136,78.6697,50756.4,25.0922,207.137,20.0372,0.03102,106.877,2.31921,321.3,143.252,166.773,25.0597,22.0867,188.743,57.3797,217.813,196.3,201.5,1.01725,15.5213,52.3543,45.3162
77,'2015-12-16 00:00:00',219,235.283,327.129,361.1,339.665,348.45,372.395,359.67,369.415,365.512,372.03,377.015,378.03,211.533,368.662,376.355,379.45,385.69,125.589,2.6802,150.876,20.1259,78.8833,50889.6,25.4159,207.904,20.4827,0.0281916,108.058,2.31156,320.9,138.392,166.2,24.7263,22.8095,187.042,58.1667,217.258,197.2,202.042,1.01863,15.453,52.6574,46.0027
78,'2015-12-16 04:00:00',221,235.049,327.875,360.7,340.62,349.98,375.108,359.861,368.903,365.436,371.892,376.98,378.12,208.164,368.489,376.417,379.566,385.747,127.341,2.67553,149.66,19.9787,79.6151,50837.9,25.4469,207.765,21.3245,0.0254681,105.335,2.28853,320.9,138.852,165.659,24.7707,23.7237,189.219,57.0172,221.2,196.859,201.6,1.01787,15.3182,51.6469,44.8122
79,2015-12-16 08:00:00',221,235.003,327.355,361.3,340.345,349.35,374.58,359.404,367.974,365.148,371.97,376.83,377.73,210.554,368.34,376.554,379.644,386.666,126.754,2.67441,150.095,19.9794,79.1113,50539.3,25.6204,206.864,21.6586,0.0256115,103.495,2.30243,321.6,139.899,165.739,25.381,24.1889,187.639,57.1164,218.4,196.3,202.1,1.01605,14.8202,51.3059,45.6885
80,'2015-12-16 12:00:00',217,234.478,327.299,361.5,340.38,349.147,372.713,359.926,369.071,365.52,372.833,377.49,378.03,212.523,368.614,376.75,379.86,387.596,123.498,2.67788,150.151,19.9499,81.0524,64410.2,24.6267,208.228,21.2598,0.0284448,107.951,2.58599,318.9,140.47,165.838,24.9819,23.8631,188.538,57.0199,219.624,196.6,202.5,1.0166,15.0873,52.3512,44.995
81,'2015-12-16 15:00:00',217,235.231,327.508,360.8,339.99,348.892,373.5,359.658,368.64,365.261,372.529,377.22,377.823,214.237,368.73,376.763,379.74,387.21,125.732,2.67571,152.003,19.9946,79.3832,62811.2,24.7486,207.919,21.1994,0.0284373,109.273,2.58415,317.7,140.325,166.2,24.7562,23.7359,187.537,57.6009,215.375,196.3,201.6,1.0168,15.4653,52.6493,47.0196
82,2015-12-16 20:00:00',220,234.809,331.825,364.9,339.18,347.76,372.962,359.268,368.64,365.501,372.39,377.181,377.58,214.842,368.543,376.495,379.74,387.252,124.837,2.67366,152.848,19.9823,77.3768,64645.4,23.5606,208.355,21.0912,0.0280842,105.907,2.61158,317.9,140.598,163.6,24.6501,21.8126,188.765,56.3457,203.735,193.9,198.435,1.01758,13.816,52.8086,44.4431
83,'2015-12-17 00:00:00',219,234.737,332.042,364.5,340.76,349.45,372.139,359.81,368.8,365.46,371.27,376.32,376.92,215.672,368.15,376.511,379.61,386.839,126.673,2.67493,155.98,20.0076,75.3467,63215.4,24.6455,208.938,20.3054,0.0267268,104.001,2.60153,318.6,140.902,167,25.1398,22.6343,190.202,55.9835,220.334,195,200.8,1.0172,14.1251,52.075,44.8712
84,2015-12-17 08:00:00',219,235.077,331.286,365.3,341.07,350.179,373.132,359.921,369.431,365.749,371.82,376.47,376.59,213.735,368.559,376.534,379.661,386.816,125.538,2.67361,154.285,19.8312,75.4512,63873.3,23.6658,209.753,19.9125,0.0274527,105.725,2.60818,319.032,139.496,165.432,24.6144,22.8932,190.832,56.4826,219.164,194.832,200.968,1.01812,15.1819,51.5545,43.711
85,'2015-12-17 12:00:00',212,235.188,331.25,365.9,341.037,350.082,373.491,359.963,369.939,366.072,372.198,376.788,377.07,213.155,369.849,378.113,381.027,386.808,121.368,2.67342,152.361,19.9061,80.6461,64258.2,25.0032,207.133,21.1559,0.0316936,112.199,2.57105,314.8,141.311,166.7,25.1678,22.2067,186.177,56.8256,218.769,198,202.1,1.01634,15.9612,52.3527,44.1316
86,'2015-12-17 15:00:00',216,235.323,332.722,363.8,340.59,349.86,374.25,359.635,370.998,366.441,373.14,377.725,378.249,208.11,370.122,377.85,381.12,386.764,121.911,2.67403,148.682,19.9936,82.1581,63609.8,25.3317,208.177,21.6252,0.0300259,111.155,2.61205,316,139.775,166.1,24.6708,23.449,186.1,58.1792,216.3,198.3,202.2,1.0161,16.606,52.3509,45.0213
87,2015-12-17 20:00:00',213,234.32,332.089,363.228,340.393,350.126,374.88,359.653,369.248,366.283,372.69,377.79,378.515,213.895,369.15,377.55,380.79,386.725,122.945,2.67317,151.146,20.0044,80.6796,66884.2,25.5248,208.895,21.0237,0.0294744,109.418,2.60696,314.772,140.577,166.1,25.0846,23.2637,188.028,57.005,216.856,198,202.172,1.01782,15.392,52.0926,44.3655
88,'2015-12-18 00:00:00',216,234.967,332.14,359.4,339.52,349.29,375.008,359.222,366.93,365.924,372.126,377.408,378.046,216.367,368.804,377.352,380.724,386.878,124.947,2.67485,152.586,20.0056,78.6647,66156.4,24.4241,208.538,21.3357,0.0293213,109.64,2.58042,316.273,140.611,166,24.7509,23.4545,187.273,57.052,213.6,197.3,201.927,1.01725,15.8,51.835,45.4673
89,2015-12-18 08:00:00',216,234.55,332.063,361.5,340.23,350.01,375.164,359.459,367.927,366.166,372.57,377.534,377.918,215.28,368.73,377.792,380.707,386.94,124.219,2.6748,150.348,20.1185,79.3138,67901.8,24.5205,209.057,21.8272,0.0283296,109.843,2.58146,318.024,142.004,166,24.7694,23.42,187.2,55.403,216.372,198.6,202.7,1.01728,13.5686,51.2274,44.3269
90,'2015-12-18 12:00:00',217,235.272,336.278,359.123,338.25,348.18,373.8,359.564,369.15,366.213,372.56,377.377,378.656,210.317,368.46,377.809,381,386.39,124.787,2.67238,153.226,20.0689,79.3092,65558.7,24.1172,209.333,20.8017,0.0298037,109.656,2.61961,316.977,140.688,166.477,15.0149,23.1529,187.877,60.462,222.323,197.923,202.577,1.01769,17.0022,52.1927,46.0636
91,'2015-12-18 15:00:00',218,234.959,337.017,362.4,339.413,348.84,374.46,359.576,368.303,365.516,371.987,376.77,377.87,213.504,368.397,377.433,381.33,386.291,126.443,2.6734,154.243,20.0175,78.2337,64490.2,24.0456,210.264,20.5931,0.0299444,109.017,2.62521,317.178,142.06,166.322,14.9214,23.2612,189.822,61.4131,219.934,198.078,202.9,1.01835,17.3706,51.9633,45.2486
92,2015-12-18 20:00:00',224,235.104,336.446,359.606,340.35,350.036,375.78,360.203,368.644,366.925,372.784,377.527,378.305,217.884,367.295,376.705,380.488,386.677,131.558,2.67498,155.464,20.1331,74.9147,64178.5,23.8883,210.024,19.8483,0.0288872,106.792,2.60977,320.606,142.132,166.494,14.6058,23.3962,191.3,62.0219,224.1,196.194,202.6,1.01785,16.9486,52.09,45.3075
93,'2015-12-19 00:00:00',226,235.72,337.157,358.607,340.504,350.426,376.29,360.639,369.45,366.746,372.93,377.97,378.686,214.326,366.54,375.99,380.246,387.836,131.582,2.67461,153.016,20.0348,76.2983,64485.2,23.5509,208.557,20.3388,0.0283741,107.393,2.61449,320.393,138.061,166.007,14.5682,22.6472,191.293,62.077,221.315,195.5,201.8,1.0175,16.3597,51.3168,44.7349
94,2015-12-19 08:00:00',224,234.046,336.247,363,340.437,350.43,375.96,360.291,371.13,366.636,373.326,378.36,378.753,210.257,367.296,375.768,379.962,387.594,128.082,2.67774,151.441,19.9254,79.653,65236.2,24.867,209.509,21.5285,0.032318,112.156,2.57297,315.5,142.508,166.2,14.4364,22.5744,188.4,62.162,216.9,198.1,202.8,1.0185,16.9408,51.6565,44.2106
95,'2015-12-19 12:00:00',225,245.697,333.175,363.1,340.83,350.02,374.813,361.666,370.417,367.244,373.497,378.33,378.6,222.816,368.153,376.553,380.647,387.517,131.874,2.67418,161.341,20.0895,79.3617,65667.2,24.2375,219.159,21.8579,0.0346113,115.96,2.57173,316.511,141.776,166.3,14.97,24.3187,187.923,64.1622,222,200.4,204.7,1.0196,16.9867,52.715,46.2454
96,'2015-12-19 15:00:00',228,244.496,333.495,367.3,342.708,352.452,377.904,361.986,370.962,368.496,374.82,379.74,380.1,219.165,369.342,377.736,381.498,386.826,132.28,2.6776,162.712,20.0369,79.5431,66272.4,25.568,218.771,21.9339,0.0307,112.602,2.6215,318.8,146.093,166.08,15.1728,27.4189,190.32,64.381,220.62,197.2,202.5,1.0166,17.0536,52.814,49.8072
97,2015-12-19 20:00:00',220,244.72,333.813,365.8,342.428,352.034,377.228,361.994,371.4,368.452,374.73,379.898,380.55,217.664,369.982,378.121,381.69,386.785,132.321,2.6781,161.501,20.0908,81.1643,67588.8,26.5457,218.293,21.7517,0.0320094,116.05,2.62115,319.3,144.375,166.4,14.5771,27.4821,187.778,64.1254,217.548,198.326,203.3,1.01878,17.0278,52.14,48.5629
98,'2015-12-20 00:00:00',222,244.934,333.925,365.3,342.409,352.279,378.889,361.768,369.92,366.976,373.421,378.33,378.661,211.118,368.64,377.687,380.861,387.398,133.405,2.67754,157.21,19.9143,82.1441,67366.8,25.91,219.472,21.6762,0.0306664,113.747,2.60062,318.9,147.267,166.232,15.384,27.5519,189.4,66.807,222.004,197.532,203.1,1.01763,17.141,51.8502,48.6742
99,2015-12-20 08:00:00',227,244.339,333.393,363.6,342.09,351.956,378.03,361.997,369.96,366.776,373.358,378.6,378.6,214.202,368.678,377.289,380.713,387.72,133.147,2.67783,160.229,19.8683,82.1772,66959.5,25.0728,218.74,21.8171,0.0289885,114.271,2.60042,319.557,145.763,166.257,14.8377,27.0693,189.8,66.8543,222.143,196.2,203.1,1.018,18.578,51.5128,48.7061
100,'2015-12-20 12:00:00',231,250.575,341.585,366.452,342.24,351.286,376.037,361.924,370.14,366.438,372.87,377.836,378.18,218.64,368.293,376.964,380.279,387.99,135.972,2.67869,170.674,20.0117,76.453,66508.3,24.4759,225.115,21.1753,0.0282795,112.553,2.60215,322.6,158.66,167.3,15.1434,27.2672,192.848,65.7688,214.997,193.9,202.548,1.01694,18.7828,51.6908,48.1092
101,'2015-12-20 15:00:00',228,253.997,342.628,365.4,342.437,351.856,378.061,361.992,369.27,366.421,372.644,377.85,378.302,214.389,368.746,376.999,380.442,388.05,139.175,2.67281,170.374,20.9629,79.2093,67766.6,25.2568,228.482,22.381,0.02826,112.5,2.60319,322.6,157.863,166.5,15.212,26.8691,192.752,67.8822,217.292,191.548,199.048,1.01675,18.6781,52.2902,48.4848
102,2015-12-20 20:00:00',233,253.688,341.7,360.6,341.7,350.67,375.78,361.832,370.98,366.556,373.14,378.15,378.464,215.42,367.725,375.989,379.604,388.02,140.485,2.6782,174.385,21.3734,75.4716,67855.9,24.1924,228.489,21.3189,0.0234501,110.992,2.60305,322.7,157.163,166.2,14.8833,28.123,192.651,68.9061,222.601,191.2,198.6,0.991813,20.5622,51.0675,48.4371
103,'2015-12-21 00:00:00',242,255.346,341.112,360.4,340.23,349.395,374.13,360.856,371.07,366.15,372.435,377.864,378.18,209.356,366.255,374.52,378.21,386.91,145.033,2.6754,178.235,21.4699,69.2637,66781.6,22.5785,228.265,19.291,0.0240499,107.303,2.60098,325,154.447,165.4,14.844,28.3881,197.449,73.0729,217.499,188.4,197.6,1.018,20.0554,51.13,49.0081
104,2015-12-21 08:00:00',242,254.229,340.873,362.8,339.78,348.66,374.31,361.232,369.67,366.342,372.33,377.368,377.504,219.077,367.728,376.228,379.384,387.868,140.29,2.67723,176.339,21.54,72.5157,66469.2,22.9404,227.669,20.6579,0.0253987,106.772,2.59968,325.5,156.214,165.8,14.9939,25.9369,194.553,69.629,205.907,188.247,196.3,1.01818,18.6307,50.7703,47.4823
105,'2015-12-21 12:00:00',232,254.871,342.675,367.755,341.689,351.082,378.524,361.211,369.297,367.2,373.413,378.15,378.99,216.585,368.88,376.947,380.166,387.6,140.593,2.67871,174.294,21.4698,75.2476,67967.5,23.316,229.123,21.5642,0.0293416,111.276,2.6061,324.5,157.27,166,15.0673,24.5944,191.7,70.8118,208.009,189.7,197.5,1.02068,17.8199,52.015,47.8682
106,'2015-12-21 15:00:00',231,255.533,342.484,366.055,340.92,350.033,376.097,361.687,370.503,367.347,373.563,378.09,378.763,215.716,368.036,375.63,379.747,387.203,141.717,2.6748,175.985,21.4725,72.216,67242,24.122,230.435,20.6233,0.0255668,106.711,2.59654,320.3,153.72,165.2,15.2957,28.3973,195.8,69.9642,206.334,189.3,195.9,1.00744,18.6527,51.3978,51.298
107,2015-12-21 20:00:00',235,254.477,342.604,362.843,341.842,351.18,377.314,361.5,369.922,367.097,373.354,378.394,378.806,218.693,368.1,376.054,380.07,387.686,141.303,2.67266,174.85,21.4639,75.2105,67165.1,25.5048,226.74,20.8518,0.0282171,108.82,2.59849,323.7,161.569,167.2,14.6011,22.9824,194.385,71.5583,215.643,189.5,197.7,1.01666,17.8556,52.3536,46.1289
108,'2015-12-22 00:00:00',237,254.733,342.039,365.5,342.415,351.27,374.53,362.074,371.04,367.548,373.59,378.48,378.63,221.001,368.095,375.867,379.902,387.782,139.525,2.67628,174.487,21.4858,75.3736,66748.9,24.8736,229.062,20.7215,0.0301483,108.029,2.59956,324,164.51,168.159,14.9354,23.2056,193.983,69.1847,215.541,188.1,197.3,1.01688,18.5193,52.4138,45.6044
109,2015-12-22 08:00:00',217,254.129,341.075,365.8,341.61,350.827,377.077,361.807,369.882,367.258,374.01,379.11,379.673,216.68,368.425,376.274,380.26,387.778,140.639,2.67505,172.214,21.395,77.6945,68281.1,25.486,228.375,21.3397,0.0306122,109.918,2.57518,322.023,158.191,166.6,14.6889,28.1467,191.761,69.5052,213.639,191.5,198.461,1.0171,18.3355,52.4517,51.3097
110,'2015-12-22 12:00:00',232,254.799,341.619,365.5,341.434,351.638,379.95,362.771,370.08,367.995,374.872,380.149,380.43,214.861,369.78,377.25,380.014,388.095,138.291,2.6811,168.229,21.5923,82.4317,68393.8,26.0049,225.047,23.1172,0.0306403,112.098,2.62273,321.5,160.269,166.5,14.769,26.4655,189.525,69.2187,214.675,191.5,197.8,1.017,19.0095,52.7282,49.9763
111,'2015-12-22 15:00:00',232,255.504,340.907,362.263,340.342,349.538,376.639,361.95,371.22,367.576,374.397,379.86,380.512,217.832,370.047,377.755,380.714,387.974,135.214,2.67005,163.709,21.4756,83.3432,75695.6,26.0899,224.471,22.8535,0.0316673,114.197,2.60742,320,155.014,165.7,14.882,28.712,190.153,70.0573,218.2,191.8,198.2,1.01412,21.0456,52.3845,51.9533
112,2015-12-22 20:00:00',224,254.425,341.841,363.2,339.34,348.76,375.45,357.066,364.32,362.019,368.559,374.301,375.87,215.438,369.022,376.448,379.3,387.416,134.376,2.67721,165.815,21.4682,82.9749,69549.2,25.6372,225.844,22.729,0.0317824,115.512,2.58594,319.4,156.448,166.7,15.1362,26.6392,189.965,69.7164,210.4,193.1,198.8,1.01687,19.8235,52.625,47.8539
113,'2015-12-23 00:00:00',231,255.4,341.15,364.8,340.01,349.38,376.41,359.09,367.54,363.25,369.88,375.18,376.32,209.025,366.3,375.78,379.01,387.23,138.383,2.6716,170,21.4217,78.1993,73632,24.4992,226.922,20.6431,0.0298268,110.25,2.60459,323.666,158.371,165.666,14.8733,26.7697,194.334,70.5548,211.428,189.7,198.234,1.01758,19.0286,51.3086,46.9716
114,2015-12-23 08:00:00',237,254.739,341.1,364.1,340.442,349.922,376.35,358.661,365.861,363.562,369.891,374.73,375.189,214.016,366.261,375.943,378.339,387.336,139.169,2.67847,173.083,21.4411,75.5114,70995,25.0115,227.89,20.8011,0.0287537,105.871,2.6185,323.9,161.111,166.369,14.8168,25.9662,194.5,70.0051,209.394,187.4,194.9,1.01516,18.7029,52.3084,48.002
115,'2015-12-23 12:00:00',236,255.974,341.103,365.1,340.8,350.541,377.019,359.007,366.09,364.044,370.002,374.76,375.21,213.122,366.585,376.536,379.032,386.967,137.895,2.67874,175.408,21.495,75.2986,67723.2,25.6588,227.328,21.2123,0.029554,106.323,2.58482,324,157.848,165.8,14.9344,29.1962,195.86,70.269,211.16,187.93,195.9,0.962575,20.5224,52.1585,50.243
116,'2015-12-23 15:00:00',235,255.103,340.111,368.5,341.1,350.387,375.39,360.66,369.6,365.679,371.824,376.389,376.53,212.652,367.564,377.173,379.68,386.85,135.428,2.67829,171.021,21.5584,76.9644,69206.9,25.4178,227.526,21.5264,0.0307799,110.547,2.59444,322.871,154.123,166.029,15.0721,27.0052,192.8,70.0245,211.814,190.1,197.5,1.0185,21.2281,53.4193,48.9535
117,2015-12-23 20:00:00',231,255.666,340.159,367.1,341.425,350.512,375.39,360.456,369.466,365.995,372.33,377.25,377.588,214.404,367.835,376.953,380.896,386.384,135.5,2.68231,173.595,21.4497,78.0034,70871,25.1854,227.235,21.323,0.0319055,111.612,2.57991,322.5,154.615,166.4,15.2673,27.4851,192.773,70.7496,211.818,190.873,198.1,1.01766,20.8722,52.9705,48.4782
118,'2015-12-24 00:00:00',230,254.738,339.862,368.3,341.841,350.663,374.512,360.991,369.382,366.721,373.246,378.256,378.39,220.48,369.391,378.494,381.856,387.241,129.089,2.67525,168.373,21.4458,82.8656,68920.2,25.5903,225.886,24.1311,0.0311548,114.073,2.61663,319.9,155.296,167.426,15.0394,32.05,188.848,72.6212,217.274,191.5,198.9,1.01238,21.1199,52.5966,53.32
119,2015-12-24 08:00:00',232,256.073,340.671,366.7,342.009,350.857,375.429,360.86,370.094,365.624,372.15,376.92,376.71,214.813,367.2,376.871,381.464,388.56,133.472,2.67639,167.284,21.6536,80.514,69434.8,24.328,227.271,22.917,0.024346,110.548,2.58653,321.277,154.847,166.777,15.2653,31.2955,190.477,72.875,212.123,192.4,200,1.0136,21.4723,52.1042,51.1537
120,'2015-12-24 12:00:00',237,257.989,341.2,364.656,342.03,351.484,376.59,361.84,369.433,366.58,373.303,378.06,377.01,221.293,367.2,378.143,381.953,388.98,135.457,2.67358,169.779,21.5018,78.4044,69294.1,25.3,229.693,21.8768,0.0243312,109.011,2.5865,322.7,155.261,166.2,14.7602,32.1521,192.744,73.4417,213.244,191.9,199.7,1.01692,20.449,51.1817,51.943
121,'2015-12-24 15:00:00',233,259.07,341.325,367.121,342.889,352.71,378.3,362.833,369.608,367.046,373.89,378.433,377.28,219.976,367.5,378.491,382.468,389.501,136.787,2.6793,177.266,21.406,79.6013,69862.6,25.7455,232.327,23.1047,0.02506,109.437,2.6295,322.079,162.084,166.6,14.6855,31.9492,191.421,73.394,210.2,189.4,196.5,1.01583,20.476,51.5571,51.4995
122,2015-12-24 20:00:00',241,260.584,340.95,367.019,341.639,351.427,377.958,362.714,371.154,367.188,374.197,378.84,377.67,215.442,367.577,378.654,382.694,388.836,138.965,2.67996,177.498,23.0078,77.6956,70592.3,25.306,232.058,21.2622,0.0264281,109.392,2.6241,323.981,162.661,165.8,14.7525,30.6293,192.2,75.046,206.339,187.5,196.3,1.01907,20.6687,51.294,50.4169
123,'2015-12-25 00:00:00',237,259.972,340.459,365,341.28,350.91,377.16,362.375,370.631,366.829,373.56,378.27,376.92,215.513,367.285,378.063,382.23,388.442,141.104,2.6906,179.217,22.8298,77.2515,70108.4,24.3164,233.224,21.4712,0.0258889,111.171,2.5982,324.9,162.936,166.781,15.0953,31.1267,192.5,72.8954,209.1,187.1,195.481,1.0176,20.2253,51.7394,50.664
124,2015-12-25 08:00:00',238,259.992,340.387,369,342.399,352.659,379.35,363.605,371.52,367.89,374.28,378.939,377.619,214.031,367.71,378.242,382.5,388.133,139.315,2.67435,177.487,22.7718,76.4741,69998.2,23.9829,232.726,21.1595,0.0236368,108.768,2.56997,324.3,161.655,166.8,15.0692,32.4758,192.916,73.0544,206.816,187.4,195.8,1.0155,20.0991,51.079,50.9696
125,'2015-12-25 12:00:00',230,260.364,341.178,368,341.64,352.08,379.084,363.064,372.325,368.045,375.112,379.29,378.476,208.815,367.997,378.115,382.5,388.483,138.972,2.67963,179.983,22.8816,77.2634,70087.4,25.5221,234.498,21.3718,0.0325893,110.847,2.56868,322.9,164.167,166.9,15.1103,27.4721,194.6,73.2344,200.6,188.7,195.685,1.01514,18.7803,52.5607,45.8767
126,'2015-12-25 15:00:00',230,259.083,342.1,368.5,340.586,350.52,376.586,359.248,370.698,366.008,373.23,377.94,377.434,209.603,367.44,376.522,380.756,387.728,138.545,2.6748,175.939,23.0379,76.8027,69928.4,26.0297,233.537,20.8615,0.0296187,108.59,2.59047,320.8,170.644,167.013,15.1499,27.2508,193.513,75.0317,200.64,188.3,195.2,1.01822,19.0525,53.3987,48.2579
